callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
W6 4352,D,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-16 23:00:31
FR 6451,D,PALERMO,08:25,08:25,Operativo,2026-09-16 23:00:31
FR 3341,D,VARSAVIA MODLIN,08:30,08:30,OPERATO DA BUZZ,2026-09-16 23:00:31
FR 1533,D,VIENNA,08:30,08:30,OPERATO DA LAUDA EUROPE,2026-09-16 23:00:31
W4 7691,D,ORADEA,08:40,08:40,Operativo,2026-09-16 23:00:31
W6 1432,D,WARSAW,08:40,08:40,Operativo,2026-09-16 23:00:31
FR 2858,D,BRINDISI,09:00,09:00,OPERATO DA MALTA AIR,2026-09-16 23:00:31
FR 2990,D,COPENHAGEN,09:20,09:20,Operativo,2026-09-16 23:00:31
FR 3673,D,LONDON STANSTED,09:25,09:25,Operativo,2026-09-16 23:00:31
FR 3657,D,EDINBURGH,09:25,09:25,Operativo,2026-09-16 23:00:31
D8 3881,D,BILLUND,09:40,09:40,Operativo,2026-09-16 23:00:31
FR 888,D,KRAKOW,09:40,09:40,Operativo,2026-09-16 23:00:31
FR 461,D,NEWCASTLE,09:40,09:40,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-16 23:00:31
